initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,GCF,energy_consumption,94,137540.59473593344
3,GCF,energy_consumption,95,141627.05749808263
3,GCF,energy_consumption,96,151849.06308870346
3,GCF,energy_consumption,97,139523.89830064203
3,GCF,energy_consumption,98,181322.55853369576
3,GCF,energy_consumption,99,138571.53251382773
3,HOFF,energy_consumption,0,2204.1026214934377
3,HOFF,energy_consumption,1,7379.107618302231
3,HOFF,energy_consumption,2,1.5281347213403473
3,HOFF,energy_consumption,3,2.059798720469138
3,HOFF,energy_consumption,4,5984.751751273782
3,HOFF,energy_consumption,5,2328.32912711605
3,HOFF,energy_consumption,6,7207.93267525013
3,HOFF,energy_consumption,7,1.5869539820627534
3,HOFF,energy_consumption,8,1.9804113105915997
3,HOFF,energy_consumption,9,6020.804776093241
3,HOFF,energy_consumption,10,2180.0345958399685
3,HOFF,energy_consumption,11,7010.061950108996
3,HOFF,energy_consumption,12,1.4624602268807882
3,HOFF,energy_consumption,13,1.9127587734304794
3,HOFF,energy_consumption,14,6548.147023948879
3,HOFF,energy_consumption,15,2331.7513314880903
3,HOFF,energy_consumption,16,7440.696216973563
3,HOFF,energy_consumption,17,1.5220154482335082
3,HOFF,energy_consumption,18,2.1252976770722762
3,HOFF,energy_consumption,19,6066.06547520274
3,HOFF,energy_consumption,20,1914.4782924822998
3,HOFF,energy_consumption,21,6837.646014195669
3,HOFF,energy_consumption,22,1.4930548163061688
3,HOFF,energy_consumption,23,1.8642539807980547
3,HOFF,energy_consumption,24,5986.123209431678
3,HOFF,energy_consumption,25,2263.716866090858
3,HOFF,energy_consumption,26,7103.540702804299
3,HOFF,energy_consumption,27,1.5030918998917497
3,HOFF,energy_consumption,28,1.8769150125009384
3,HOFF,energy_consumption,29,5912.283803879013
3,HOFF,energy_consumption,30,2138.5046492899723
3,HOFF,energy_consumption,31,7151.334919317562
3,HOFF,energy_consumption,32,1.461280032061179
3,HOFF,energy_consumption,33,1.8944360856007145
3,HOFF,energy_consumption,34,5868.873916263144
3,HOFF,energy_consumption,35,2050.565846957021
3,HOFF,energy_consumption,36,7028.517753987636
3,HOFF,energy_consumption,37,1.4998371998949147
3,HOFF,energy_consumption,38,1.9887941611100988
3,HOFF,energy_consumption,39,6156.89131978026
3,HOFF,energy_consumption,40,2209.650069305045
3,HOFF,energy_consumption,41,6948.007836556178
3,HOFF,energy_consumption,42,1.4613512707539382
3,HOFF,energy_consumption,43,2.1042597607234943
3,HOFF,energy_consumption,44,6268.77970257988
3,HOFF,energy_consumption,45,2217.853133835004
3,HOFF,energy_consumption,46,7560.104858547283
3,HOFF,energy_consumption,47,1.6462678777937272
3,HOFF,energy_consumption,48,1.8807119924838114
3,HOFF,energy_consumption,49,5760.9630809962355
3,HOFF,energy_consumption,50,2144.067380548324
3,HOFF,energy_consumption,51,6745.373062399006
3,HOFF,energy_consumption,52,1.3243186387974093
3,HOFF,energy_consumption,53,1.9101004239032275
3,HOFF,energy_consumption,54,5984.7459182674465
3,HOFF,energy_consumption,55,2176.8627631664253
3,HOFF,energy_consumption,56,7559.848511360538
3,HOFF,energy_consumption,57,1.4317081197314672
3,HOFF,energy_consumption,58,2.1603075858467062
3,HOFF,energy_consumption,59,5948.775576135687
3,HOFF,energy_consumption,60,2222.7456179244077
3,HOFF,energy_consumption,61,7037.744471610451
3,HOFF,energy_consumption,62,1.4609060421932745
3,HOFF,energy_consumption,63,2.1286028301713067
